Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:17.528
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:17.528
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:17.528
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:17.528
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:17.528
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:17.528
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:17.528
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:17.528
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:17.528
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:20.190
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:20.190
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:20.190
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:20.190
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:20.190
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:20.190
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:20.190
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:20.190
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:20.190
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:21.194
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:21.195
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:21.195
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:21.195
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:21.195
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:21.195
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:21.195
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:21.195
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:21.195
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:22.194
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:22.194
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:22.194
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:22.194
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:22.194
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:22.194
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:22.194
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:22.194
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:22.194
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:23.195
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:23.195
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:23.195
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:23.195
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:23.195
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:23.195
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:23.195
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:23.195
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:23.195
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:24.198
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:24.198
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:24.198
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:24.198
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:24.198
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:24.198
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:24.198
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:24.198
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:24.198
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:42:40.080
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:42:40.080
Main Camera,0,1,-10,0,0,0,2024-05-03 14:42:40.080
Directional Light,0,3,0,50,330,0,2024-05-03 14:42:40.080
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:42:40.080
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:42:40.080
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:42:40.080
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:42:40.080
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:42:40.080
