Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:03.350
Sphere (1),0,1,-10,0,0,0,2024-05-03 12:22:03.353
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:03.353
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:03.353
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:03.353
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:03.353
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:03.353
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:03.353
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:03.353
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:05.383
Sphere (1),0.02984453,1.087312,-9.7,0,0,0,2024-05-03 12:22:05.383
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:05.383
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:05.383
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:05.383
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:05.383
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:05.383
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:05.383
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:05.383
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:06.389
Sphere (1),-0.03162099,0.9936113,-9.7,0,0,0,2024-05-03 12:22:06.389
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:06.389
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:06.389
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:06.389
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:06.389
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:06.389
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:06.389
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:06.389
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:07.393
Sphere (1),0.03339746,0.9435664,-9.7,0,0,0,2024-05-03 12:22:07.393
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:07.393
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:07.393
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:07.393
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:07.393
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:07.393
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:07.393
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:07.393
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:08.394
Sphere (1),0.361332,0.9893522,-9.7,0,0,0,2024-05-03 12:22:08.394
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:08.394
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:08.394
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:08.394
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:08.394
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:08.394
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:08.394
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:08.394
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:09.398
Sphere (1),0.002131756,0.871516,-9.7,0,0,0,2024-05-03 12:22:09.398
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:09.398
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:09.398
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:09.398
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:09.398
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:09.398
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:09.398
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:09.399
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:22:10.404
Sphere (1),-0.1037453,1.166106,-9.7,0,0,0,2024-05-03 12:22:10.404
Main Camera,0,1,-10,0,0,0,2024-05-03 12:22:10.404
Directional Light,0,3,0,50,330,0,2024-05-03 12:22:10.404
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:22:10.404
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:22:10.404
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:22:10.405
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:22:10.405
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:22:10.405
