Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:27:12.199
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:27:12.199
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:27:12.199
Main Camera,0,0,0,0,0,0,2024-05-04 19:27:12.199
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:27:12.199
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:27:12.199
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:27:12.199
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:27:12.199
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:27:12.199
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:27:12.199
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:27:14.184
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:27:14.184
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:27:14.184
Main Camera,0,0,0,0,0,0,2024-05-04 19:27:14.184
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:27:14.184
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:27:14.184
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:27:14.184
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:27:14.184
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:27:14.184
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:27:14.184
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:27:15.186
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:27:15.186
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:27:15.186
Main Camera,0,0,0,0,0,0,2024-05-04 19:27:15.186
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:27:15.186
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:27:15.186
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:27:15.186
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:27:15.186
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:27:15.186
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:27:15.186
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:27:16.187
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:27:16.187
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:27:16.187
Main Camera,0,0,0,0,0,0,2024-05-04 19:27:16.187
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:27:16.187
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:27:16.187
