Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:09:55.933
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:09:55.936
Main Camera,0,1,-10,0,0,0,2024-05-04 18:09:55.936
Directional Light,0,3,0,50,330,0,2024-05-04 18:09:55.936
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:09:55.936
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:09:55.936
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:09:55.936
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:09:55.936
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:09:55.936
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:09:57.725
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:09:57.725
Main Camera,0,1,-10,0,0,0,2024-05-04 18:09:57.725
Directional Light,0,3,0,50,330,0,2024-05-04 18:09:57.726
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:09:57.726
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:09:57.726
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:09:57.726
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:09:57.726
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:09:57.726
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:09:58.729
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:09:58.729
Main Camera,0,1,-10,0,0,0,2024-05-04 18:09:58.729
Directional Light,0,3,0,50,330,0,2024-05-04 18:09:58.729
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:09:58.729
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:09:58.729
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:09:58.729
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:09:58.729
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:09:58.729
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:09:59.735
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:09:59.735
Main Camera,0,1,-10,0,0,0,2024-05-04 18:09:59.735
Directional Light,0,3,0,50,330,0,2024-05-04 18:09:59.735
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:09:59.735
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:09:59.735
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:09:59.735
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:09:59.735
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:09:59.735
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:10:00.735
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:10:00.735
Main Camera,0,1,-10,0,0,0,2024-05-04 18:10:00.735
Directional Light,0,3,0,50,330,0,2024-05-04 18:10:00.735
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:10:00.735
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:10:00.735
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:10:00.735
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:10:00.735
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:10:00.735
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:10:01.740
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:10:01.740
Main Camera,0,1,-10,0,0,0,2024-05-04 18:10:01.740
Directional Light,0,3,0,50,330,0,2024-05-04 18:10:01.740
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:10:01.740
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:10:01.740
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:10:01.740
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:10:01.740
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:10:01.740
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:10:02.740
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:10:02.740
Main Camera,0,1,-10,0,0,0,2024-05-04 18:10:02.740
Directional Light,0,3,0,50,330,0,2024-05-04 18:10:02.740
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:10:02.740
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:10:02.740
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:10:02.740
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:10:02.740
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:10:02.740
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:10:03.745
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:10:03.745
Main Camera,0,1,-10,0,0,0,2024-05-04 18:10:03.745
Directional Light,0,3,0,50,330,0,2024-05-04 18:10:03.745
Global Volume,0.127,0,0,0,0,0,2024-05-04 18:10:03.745
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 18:10:03.745
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 18:10:03.745
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 18:10:03.746
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 18:10:03.746
[Debug Updater],0,0,0,0,0,0,2024-05-04 18:10:04.747
Sphere (1),0,1,-10,0,0,0,2024-05-04 18:10:04.747
