Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:30:53.509
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:30:53.509
Main Camera,0,1,-10,0,0,0,2024-05-03 14:30:53.509
Directional Light,0,3,0,50,330,0,2024-05-03 14:30:53.509
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:30:53.509
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:30:53.509
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:30:53.509
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:30:53.509
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:30:53.509
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:30:55.529
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:30:55.529
Main Camera,0,1,-10,0,0,0,2024-05-03 14:30:55.529
Directional Light,0,3,0,50,330,0,2024-05-03 14:30:55.529
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:30:55.529
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:30:55.529
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:30:55.529
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:30:55.529
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:30:55.529
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:30:56.530
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:30:56.530
Main Camera,0,1,-10,0,0,0,2024-05-03 14:30:56.530
Directional Light,0,3,0,50,330,0,2024-05-03 14:30:56.530
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:30:56.530
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:30:56.530
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:30:56.530
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:30:56.530
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:30:56.530
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:30:57.541
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:30:57.541
Main Camera,0,1,-10,0,0,0,2024-05-03 14:30:57.541
Directional Light,0,3,0,50,330,0,2024-05-03 14:30:57.541
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:30:57.541
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:30:57.541
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:30:57.541
