Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:41:50.365
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:41:50.365
Main Camera,0,1,-10,0,0,0,2024-05-03 14:41:50.365
Directional Light,0,3,0,50,330,0,2024-05-03 14:41:50.365
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:41:50.365
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:41:50.365
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:41:50.365
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:41:50.365
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:41:50.365
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:41:52.413
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:41:52.413
Main Camera,0,1,-10,0,0,0,2024-05-03 14:41:52.413
Directional Light,0,3,0,50,330,0,2024-05-03 14:41:52.413
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:41:52.413
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:41:52.413
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:41:52.413
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:41:52.413
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:41:52.413
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:41:53.414
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:41:53.414
Main Camera,0,1,-10,0,0,0,2024-05-03 14:41:53.414
Directional Light,0,3,0,50,330,0,2024-05-03 14:41:53.414
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:41:53.414
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:41:53.414
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:41:53.414
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:41:53.414
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:41:53.414
