Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:45.104
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:45.107
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:45.107
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:45.107
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:45.107
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:45.107
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:45.107
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:45.107
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:45.107
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:47.136
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:47.136
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:47.136
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:47.136
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:47.136
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:47.136
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:47.136
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:47.136
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:47.136
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:48.142
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:48.142
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:48.142
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:48.142
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:48.142
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:48.142
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:48.142
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:48.142
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:48.142
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:49.147
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:49.147
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:49.147
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:49.147
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:49.147
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:49.147
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:49.147
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:49.147
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:49.147
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:50.151
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:50.151
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:50.151
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:50.151
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:50.151
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:50.151
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:50.151
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:50.151
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:50.151
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:51.155
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:51.155
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:51.155
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:51.155
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:51.155
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:51.155
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:51.155
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:51.155
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:51.155
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:52.157
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:52.157
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:52.157
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:52.157
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:52.157
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:52.157
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:52.157
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:52.157
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:52.157
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:53.163
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:53.163
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:53.163
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:53.163
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:53.163
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:53.163
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:53.163
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:53.163
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:53.163
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:54.165
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:54.165
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:54.165
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:54.165
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:54.165
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:54.166
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:54.166
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:54.166
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:54.166
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:55.170
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:55.170
Main Camera,0,1,-10,0,0,0,2024-05-03 14:25:55.170
Directional Light,0,3,0,50,330,0,2024-05-03 14:25:55.170
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:25:55.170
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:25:55.170
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:25:55.170
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:25:55.170
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:25:55.170
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:25:56.172
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:25:56.172
