Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:44.688
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:44.691
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:44.691
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:44.691
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:19:44.691
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:44.691
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:44.691
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:19:44.691
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:46.614
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:46.614
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:46.614
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:46.614
Sphere,0.06217609,0.9609579,-9.7,0,0,0,2024-05-03 12:19:46.614
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:46.614
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:46.614
Cursor,0.06217609,0.9609579,-9.7,0,0,0,2024-05-03 12:19:46.614
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:47.615
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:47.615
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:47.615
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:47.615
Sphere,-0.2344927,1.168591,-9.7,0,0,0,2024-05-03 12:19:47.615
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:47.615
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:47.615
Cursor,-0.2344927,1.168591,-9.7,0,0,0,2024-05-03 12:19:47.615
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:48.618
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:48.618
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:48.618
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:48.618
Sphere,-0.3059064,1.200889,-9.7,0,0,0,2024-05-03 12:19:48.618
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:48.618
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:48.618
Cursor,-0.3059064,1.200889,-9.7,0,0,0,2024-05-03 12:19:48.618
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:49.694
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:49.694
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:49.694
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:49.694
Sphere,-0.08562539,0.9936113,-9.7,0,0,0,2024-05-03 12:19:49.694
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:49.694
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:49.694
Cursor,-0.08562539,0.9936113,-9.7,0,0,0,2024-05-03 12:19:49.694
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:50.698
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:50.698
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:50.698
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:50.698
Sphere,-0.2473584,0.9669917,-9.7,0,0,0,2024-05-03 12:19:50.698
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:50.698
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:50.698
Cursor,-0.2473584,0.9669917,-9.7,0,0,0,2024-05-03 12:19:50.698
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:51.702
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:51.702
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:51.702
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:51.702
Sphere,-0.3555999,0.9726706,-9.7,0,0,0,2024-05-03 12:19:51.702
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:51.702
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:51.702
Cursor,-0.3555999,0.9726706,-9.7,0,0,0,2024-05-03 12:19:51.702
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:52.705
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:52.705
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:52.705
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:52.705
Sphere,0.1369876,1.031943,-9.7,0,0,0,2024-05-03 12:19:52.705
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:52.705
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:52.705
Cursor,0.1369876,1.031943,-9.7,0,0,0,2024-05-03 12:19:52.705
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:53.707
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:53.707
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:53.707
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:53.707
Sphere,-0.1699924,1.024135,-9.7,0,0,0,2024-05-03 12:19:53.707
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:19:53.707
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:19:53.707
Cursor,-0.1699924,1.024135,-9.7,0,0,0,2024-05-03 12:19:53.707
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:19:54.714
Main Camera,0,1,-10,0,0,0,2024-05-03 12:19:54.714
Directional Light,0,3,0,50,330,0,2024-05-03 12:19:54.714
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:19:54.714
