Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:01:13.830
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:01:13.830
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:01:13.830
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:01:13.830
Directional Light,0,3,0,50,330,0,2024-05-04 19:01:13.830
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:01:13.830
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:01:13.830
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:01:13.830
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:01:13.830
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:01:13.830
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:01:15.792
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:01:15.793
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:01:15.793
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:01:15.793
Directional Light,0,3,0,50,330,0,2024-05-04 19:01:15.793
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:01:15.793
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:01:15.793
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:01:15.793
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:01:15.793
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:01:15.793
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:01:16.797
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:01:16.797
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:01:16.797
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:01:16.797
Directional Light,0,3,0,50,330,0,2024-05-04 19:01:16.797
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:01:16.797
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:01:16.797
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:01:16.797
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:01:16.797
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:01:16.797
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:01:17.802
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:01:17.802
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:01:17.802
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:01:17.802
Directional Light,0,3,0,50,330,0,2024-05-04 19:01:17.802
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:01:17.802
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:01:17.802
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:01:17.802
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:01:17.802
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:01:17.802
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:01:18.804
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:01:18.804
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:01:18.804
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:01:18.804
Directional Light,0,3,0,50,330,0,2024-05-04 19:01:18.804
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:01:18.804
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:01:18.804
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:01:18.804
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:01:18.804
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:01:18.804
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:01:19.809
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:01:19.809
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:01:19.809
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:01:19.809
Directional Light,0,3,0,50,330,0,2024-05-04 19:01:19.809
