Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:02:56.750
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:02:56.750
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:02:56.750
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:02:56.750
Directional Light,0,3,0,50,330,0,2024-05-04 19:02:56.750
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:02:56.750
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:02:56.750
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:02:56.750
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:02:56.750
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:02:56.750
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:02:58.640
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:02:58.640
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:02:58.640
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:02:58.640
Directional Light,0,3,0,50,330,0,2024-05-04 19:02:58.640
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:02:58.640
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:02:58.640
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:02:58.640
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:02:58.640
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:02:58.640
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:02:59.646
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:02:59.646
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:02:59.646
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:02:59.646
Directional Light,0,3,0,50,330,0,2024-05-04 19:02:59.646
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:02:59.646
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:02:59.646
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:02:59.646
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:02:59.646
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:02:59.646
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:00.647
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:00.647
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:00.647
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:00.647
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:00.647
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:00.647
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:00.647
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:00.647
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:00.647
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:00.647
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:01.648
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:01.648
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:01.648
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:01.648
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:01.648
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:01.648
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:01.648
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:01.648
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:01.648
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:01.648
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:02.653
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:02.653
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:02.653
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:02.653
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:02.653
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:02.653
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:02.653
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:02.653
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:02.653
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:02.653
