Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:53.463
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:53.465
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:53.466
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:53.466
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:20:53.466
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:53.466
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:53.466
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:20:53.466
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:55.570
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:55.570
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:55.570
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:55.570
Sphere,-0.003197633,0.9936113,-9.7,0,0,0,2024-05-03 12:20:55.570
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:55.570
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:55.570
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:20:55.570
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:56.584
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:56.584
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:56.584
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:56.584
Sphere,0.1314581,1.159008,-9.7,0,0,0,2024-05-03 12:20:56.584
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:56.584
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:56.584
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:20:56.584
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:57.583
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:57.583
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:57.583
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:57.583
Sphere,-0.2849442,1.04969,-9.7,0,0,0,2024-05-03 12:20:57.583
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:57.583
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:57.583
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:20:57.583
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:58.591
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:58.591
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:58.591
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:58.591
Sphere,0.2078458,0.9957409,-9.7,0,0,0,2024-05-03 12:20:58.591
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:58.591
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:58.591
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:20:58.591
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:59.599
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:59.599
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:59.599
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:59.599
Sphere,-0.07390074,1.045076,-9.7,0,0,0,2024-05-03 12:20:59.599
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:59.599
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:59.599
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:20:59.599
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:00.606
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:00.606
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:00.606
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:00.606
Sphere,-0.02522574,1.028749,-9.7,0,0,0,2024-05-03 12:21:00.606
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:00.606
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:00.606
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:00.606
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:01.615
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:01.615
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:01.615
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:01.615
Sphere,0.06750549,1.014552,-9.7,0,0,0,2024-05-03 12:21:01.615
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:01.615
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:01.615
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:01.615
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:02.617
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:02.617
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:02.617
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:02.617
Sphere,0.07176898,1.015617,-9.7,0,0,0,2024-05-03 12:21:02.617
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:02.617
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:02.617
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:02.617
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:03.623
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:03.623
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:03.623
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:03.623
Sphere,0.1360769,1.009583,-9.7,0,0,0,2024-05-03 12:21:03.623
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:03.623
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:03.623
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:03.623
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:04.626
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:04.626
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:04.626
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:04.626
Sphere,0.01989635,1.053239,-9.7,0,0,0,2024-05-03 12:21:04.626
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:04.626
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:04.626
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:04.628
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:05.628
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:05.628
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:05.628
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:05.628
Sphere,-0.1627238,0.8509302,-9.7,0,0,0,2024-05-03 12:21:05.628
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:05.628
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:05.628
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:05.628
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:06.635
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:06.635
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:06.635
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:06.635
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:06.635
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:06.635
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:06.635
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:06.635
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:07.640
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:07.640
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:07.640
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:07.640
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:07.640
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:07.640
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:07.640
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:07.640
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:08.641
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:08.641
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:08.641
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:08.641
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:08.641
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:08.641
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:08.641
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:08.641
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:09.649
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:09.649
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:09.649
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:09.649
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:09.649
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:09.649
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:09.649
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:09.649
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:10.654
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:10.654
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:10.654
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:10.654
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:10.654
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:10.654
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:10.654
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:10.654
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:11.662
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:11.662
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:11.662
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:11.662
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:11.662
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:11.662
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:11.662
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:11.662
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:12.664
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:12.664
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:12.664
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:12.664
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:12.664
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:12.664
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:12.664
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:12.664
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:13.668
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:13.669
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:13.669
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:13.669
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:13.669
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:13.669
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:13.669
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:13.669
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:14.670
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:14.670
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:14.670
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:14.670
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:14.670
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:14.670
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:14.670
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:14.670
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:15.673
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:15.673
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:15.673
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:15.673
Sphere,0.07354546,1.005324,-9.7,0,0,0,2024-05-03 12:21:15.673
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:15.673
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:15.673
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:15.673
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:16.682
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:16.682
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:16.682
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:16.682
Sphere,0.1826201,0.9865127,-9.7,0,0,0,2024-05-03 12:21:16.682
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:16.682
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:16.682
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:16.682
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:21:17.690
Main Camera,0,1,-10,0,0,0,2024-05-03 12:21:17.690
Directional Light,0,3,0,50,330,0,2024-05-03 12:21:17.690
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:21:17.690
Sphere,-0.1001924,1.211182,-9.7,0,0,0,2024-05-03 12:21:17.690
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:21:17.690
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:21:17.690
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:21:17.690
