Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:28:09.554
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:28:09.558
Main Camera,0,1,-10,0,0,0,2024-05-03 14:28:09.558
Directional Light,0,3,0,50,330,0,2024-05-03 14:28:09.558
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:28:09.558
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:28:09.558
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:28:09.558
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:28:09.558
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:28:09.558
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:28:11.597
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:28:11.597
Main Camera,0,1,-10,0,0,0,2024-05-03 14:28:11.597
Directional Light,0,3,0,50,330,0,2024-05-03 14:28:11.597
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:28:11.597
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:28:11.597
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:28:11.597
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:28:11.597
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:28:11.597
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:28:12.602
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:28:12.602
Main Camera,0,1,-10,0,0,0,2024-05-03 14:28:12.602
Directional Light,0,3,0,50,330,0,2024-05-03 14:28:12.602
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:28:12.602
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:28:12.602
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:28:12.602
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:28:12.602
