Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:23:36.892
Sphere (1),0,1,-10,0,0,0,2024-05-03 12:23:36.892
Main Camera,0,1,-10,0,0,0,2024-05-03 12:23:36.892
Directional Light,0,3,0,50,330,0,2024-05-03 12:23:36.892
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:23:36.892
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:23:36.892
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:23:36.892
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:23:36.892
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:23:36.892
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:23:38.896
Sphere (1),0.00461881,1.120676,-9.7,0,0,0,2024-05-03 12:23:38.896
Main Camera,0,1,-10,0,0,0,2024-05-03 12:23:38.896
Directional Light,0,3,0,50,330,0,2024-05-03 12:23:38.896
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:23:38.896
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:23:38.896
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:23:38.896
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:23:38.896
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:23:38.896
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:23:39.900
Sphere (1),-0.1698296,1.208698,-9.7,0,0,0,2024-05-03 12:23:39.900
Main Camera,0,1,-10,0,0,0,2024-05-03 12:23:39.900
Directional Light,0,3,0,50,330,0,2024-05-03 12:23:39.900
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:23:39.900
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 12:23:39.900
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:23:39.900
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:23:39.900
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 12:23:39.900
