Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:29.568
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:29.568
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:29.568
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:29.568
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:29.568
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:29.568
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:29.568
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:29.569
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:29.569
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:31.579
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:31.579
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:31.579
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:31.579
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:31.579
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:31.579
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:31.579
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:31.579
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:31.579
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:32.588
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:32.588
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:32.588
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:32.588
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:32.588
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:32.588
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:32.588
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:32.588
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:32.588
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:33.591
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:33.591
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:33.592
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:33.592
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:33.592
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:33.592
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:33.592
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:33.592
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:33.592
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:34.593
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:34.593
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:34.593
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:34.593
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:34.593
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:34.593
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:34.593
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:34.593
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:34.593
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:35.596
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:35.596
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:35.596
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:35.596
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:35.596
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:35.596
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:35.596
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:35.596
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:35.596
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:36.601
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:36.601
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:36.601
Directional Light,0,3,0,50,330,0,2024-05-03 14:34:36.601
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:34:36.601
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:34:36.601
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:34:36.601
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:34:36.601
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:34:36.601
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:34:37.606
Sphere (1),0,1,-10,0,0,0,2024-05-03 14:34:37.606
Main Camera,0,1,-10,0,0,0,2024-05-03 14:34:37.606
