Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:31.100
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:31.100
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:31.100
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:31.100
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:31.100
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:31.100
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:31.100
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:31.100
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:31.100
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:31.100
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:33.046
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:33.046
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:33.046
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:33.046
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:33.046
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:33.046
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:33.046
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:33.046
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:33.046
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:33.046
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:34.053
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:34.053
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:34.053
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:34.053
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:34.053
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:34.053
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:34.054
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:34.054
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:34.054
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:34.054
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:35.057
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:35.057
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:35.057
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:35.057
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:35.057
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:03:35.057
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:03:35.057
Cube,6.57,0.18,-2.86,0,0,0,2024-05-04 19:03:35.057
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:03:35.057
Cursor,0.8,0.1530141,-3.491338,0,0,0,2024-05-04 19:03:35.057
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:03:36.056
eye,3.17,1.686975,-2.89,0,0,0,2024-05-04 19:03:36.057
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:03:36.057
Main Camera,2.61,1,-8.76,0,0,0,2024-05-04 19:03:36.057
Directional Light,0,3,0,50,330,0,2024-05-04 19:03:36.057
